car,price,body,mileage,engV,engType,registration,year,model,drive
Hyundai,5500,hatch,110,1.4,Petrol,yes,2007,Getz,front
Audi,8400,sedan,260,1.8,Gas,yes,2003,A4,front
BMW,0,crossover,0,2,Diesel,yes,2016,X5,full
BMW,0,hatch,107,2,Petrol,yes,2006,118,rear
BMW,68500,sedan,43,4.4,Petrol,yes,2013,750,full
Audi,2000,vagon,310,2.5,Other,no,1998,A6,front
Hyundai,6999,sedan,71,1.4,Other,yes,2008,Accent,front
BMW,65000,crossover,58,4.4,Petrol,yes,2014,X5,full
BMW,18100,crossover,200,4.8,Petrol,yes,2005,X5,full
Audi,13300,sedan,207,4.2,Petrol,yes,2004,A8,full
Hyundai,9500,hatch,45,1.4,Petrol,yes,2011,i20,front
Hyundai,9700,vagon,42,1.8,Petrol,yes,2011,Matrix,front
Audi,1700,sedan,177,1.6,Petrol,no,1996,A4,front
BMW,52300,sedan,55,3,Diesel,yes,2013,5 Series GT,full
BMW,8500,sedan,352,2.17,Petrol,yes,2001,520,front
Hyundai,18300,other,0,NA,Other,yes,2012,Sonata,
Hyundai,12500,sedan,50,1.6,Petrol,yes,2013,Elantra,front
Audi,6500,vagon,421,2.5,Diesel,yes,1996,A6,front
Audi,31999,sedan,107,3,Diesel,yes,2009,A8,full
BMW,2899,sedan,340,2.4,Diesel,yes,1988,524,rear
Audi,63200,sedan,0,2,Petrol,yes,2016,A6,full
Audi,62000,vagon,24,3,Diesel,yes,2015,A6 Allroad,full
Hyundai,9800,crossover,66,2,Petrol,yes,2007,Tucson,front
BMW,13000,sedan,193,3.6,Petrol,yes,2003,735,rear
Audi,2800,sedan,330,NA,Other,yes,1989,80,
Hyundai,10900,sedan,115,2,Other,yes,2008,Sonata,front
Hyundai,6200,sedan,112,1.4,Petrol,yes,2007,Accent,front
BMW,5650,sedan,284,2,Petrol,yes,1998,520,rear
BMW,32500,vagon,162,3,Diesel,yes,2012,530,rear
Audi,22999,crossover,125,4.2,Petrol,yes,2008,Q7,full
BMW,9500,sedan,339,3,Diesel,yes,2001,530,rear
BMW,6500,sedan,272,2.8,Petrol,yes,1996,328,rear
BMW,34000,sedan,115,5,Petrol,yes,2008,750,full
Audi,30900,crossover,70,2,Petrol,yes,2012,Q3,full
Audi,80999,crossover,0,3,Diesel,yes,2016,Q7,full
BMW,4800,sedan,111,2.5,Gas,yes,1991,525,rear
BMW,27000,sedan,137,5,Other,yes,2005,M5,
Hyundai,8900,hatch,118,1.6,Diesel,yes,2008,i30,front
Hyundai,29800,other,49,2.4,Petrol,yes,2013,Santa FE,full
Audi,7900,sedan,242,2,Petrol,yes,2002,A4,
BMW,10900,sedan,375,4.4,Gas,yes,2001,740,rear
Audi,8999,vagon,200,2.7,Petrol,yes,2003,A6 Allroad,full
Hyundai,12900,crossover,49,2.7,Petrol,yes,2008,Tucson,full
Audi,12999,vagon,225,2.5,Diesel,yes,2004,A6 Allroad,full
Hyundai,13500,crossover,130,2.2,Diesel,yes,2007,Santa FE,full
BMW,22000,other,138,4.8,Petrol,yes,2007,650,rear
Audi,8200,other,326,2.5,Diesel,yes,2002,A6,full
Hyundai,5950,sedan,109,1.4,Petrol,yes,2008,Accent,front
BMW,2700,other,287,2.5,Diesel,no,1998,525,rear
BMW,0,sedan,43,3,Petrol,yes,2011,535,
Audi,8999,vagon,190,2.7,Gas,yes,2004,A6 Allroad,full
BMW,4099,sedan,50,2.5,Petrol,yes,1988,520,rear
Hyundai,12899,crossover,49,2.7,Petrol,yes,2008,Tucson,full
BMW,3500,sedan,313,2.5,Diesel,yes,1994,325,rear
Hyundai,8800,sedan,71,2,Petrol,yes,2007,Sonata,front
BMW,64900,crossover,73,3,Diesel,yes,2013,X6 M,full
Audi,3000,sedan,267,2.5,Diesel,no,1999,A6,front
BMW,7250,sedan,300,2.8,Petrol,yes,1999,528,rear
BMW,42000,crossover,128,4.4,Petrol,yes,2011,X5 M,full
BMW,15000,crossover,85,4.8,Petrol,no,2010,X5,full
Audi,1850,sedan,250,2.5,Diesel,no,1999,A4,front
BMW,8900,sedan,240,2,Diesel,yes,2001,320,rear
Hyundai,30900,crossover,0,2,Petrol,yes,2016,Tucson,full
Hyundai,6700,sedan,54,1.4,Petrol,yes,2008,Accent,front
Hyundai,0,crossover,0,2.2,Diesel,yes,2016,Santa FE,full
Hyundai,0,crossover,0,2,Diesel,yes,2016,Tucson,full
Hyundai,5300,van,342,2.5,Diesel,yes,2000,H 200 груз.,rear
Hyundai,12777,crossover,102,2,Petrol,yes,2008,Tucson,full
BMW,4300,other,280,2.5,Petrol,yes,1985,325,rear
BMW,23700,crossover,117,2,Diesel,yes,2010,X1,rear
BMW,40000,crossover,48,4.4,Petrol,yes,2009,X6,full
Hyundai,8500,hatch,76,1.1,Petrol,yes,2011,i10,front
Hyundai,12700,vagon,90,2,Petrol,yes,2012,Tucson,full
BMW,37500,crossover,110,4.4,Petrol,yes,2011,X6,full
Hyundai,12600,sedan,87,1.6,Petrol,yes,2012,Elantra,front
Audi,20900,crossover,185,4.2,Petrol,yes,2006,Q7,full
BMW,9800,sedan,264,3,Diesel,yes,2001,530,rear
BMW,6300,sedan,270,3.5,Petrol,yes,1998,735,rear
Hyundai,8800,hatch,122,1.6,Diesel,yes,2008,i30,
Audi,19999,vagon,160,2,Petrol,yes,2010,A4 Allroad,full
BMW,6500,sedan,320,3,Gas,yes,2000,530,rear
BMW,6800,sedan,230,2,Petrol,yes,1998,520,rear
Hyundai,12500,crossover,90,2,Diesel,yes,2008,Tucson,full
BMW,7700,sedan,326,2.8,Petrol,yes,1998,528,rear
BMW,0,crossover,0,3,Diesel,yes,2016,X5,full
BMW,51500,hatch,77,3,Petrol,yes,2012,535,full
BMW,42000,crossover,33,2,Petrol,yes,2014,X3,full
Audi,8300,sedan,186,2.5,Diesel,yes,1996,A6,front
Audi,2550,sedan,370,2.5,Diesel,no,1998,A6,front
BMW,9999,sedan,271,3,Diesel,yes,2001,530,rear
BMW,45500,crossover,76,4.4,Petrol,yes,2010,X6 M,full
Audi,10500,vagon,243,2.5,Diesel,yes,2003,A6,full
BMW,5900,sedan,390,1.8,Gas,yes,1996,318,rear
BMW,133000,crossover,7,4.4,Petrol,yes,2015,X5 M,full
BMW,0,crossover,0,3,Diesel,yes,2016,X5,full
Hyundai,6200,sedan,114,1.4,Petrol,yes,2008,Accent,front
Hyundai,9100,van,160,2.5,Diesel,yes,2009,H1 груз.,rear
BMW,112000,sedan,16,3,Diesel,yes,2015,730,full
BMW,39000,crossover,38,3,Petrol,yes,2009,X6,full
Audi,6700,sedan,470,2,Diesel,yes,1997,A6,front
BMW,39500,crossover,115,4.4,Petrol,yes,2010,X5,full
BMW,6800,sedan,297,2.5,Petrol,yes,2000,525,rear
Audi,12450,vagon,1,2,Diesel,yes,2008,A4,front
BMW,24500,sedan,114,NA,Petrol,yes,2005,M5,rear
BMW,30500,crossover,147,3,Diesel,yes,2008,X5,full
BMW,52300,sedan,55,3,Diesel,yes,2013,530,full
BMW,10600,sedan,1,3,Diesel,yes,2000,530,rear
BMW,8700,sedan,355,3,Diesel,yes,2000,730,rear
Audi,15900,hatch,160,1.4,Petrol,yes,2011,A3,front
Hyundai,8960,other,60,1.6,Other,yes,2011,Elantra,front
Audi,9700,vagon,189,2.5,Diesel,yes,2003,A6,full
BMW,32000,crossover,108,3,Petrol,yes,2008,X6,full
BMW,6500,sedan,388,3.5,Petrol,yes,1998,735,rear
Hyundai,16700,crossover,22,2,Petrol,yes,2011,IX35,full
Audi,14500,hatch,60,1.2,Petrol,yes,2011,A1,front
Audi,11800,sedan,240,4.2,Gas,yes,2001,S8,full
BMW,5900,sedan,10,2.8,Petrol,yes,1989,328,rear
BMW,7998,sedan,253,NA,Petrol,yes,1998,323,rear
Audi,95000,other,30,5.2,Petrol,yes,2010,R8,full
BMW,17800,crossover,265,3,Diesel,yes,2005,X5,full
Audi,4000,sedan,315,2.3,Gas,yes,1991,100,front
BMW,41000,sedan,97,4.4,Petrol,yes,2011,750,full
Hyundai,9700,sedan,12,1.4,Petrol,yes,2011,Accent,
Audi,14300,other,80,4.2,Petrol,yes,2004,A8,full
BMW,6399,sedan,282,2,Petrol,yes,1995,520,rear
BMW,5300,sedan,204,1.8,Petrol,yes,1993,318,rear
Hyundai,6000,other,275,NA,Petrol,yes,2002,Coupe,front
BMW,37700,crossover,108,3,Petrol,yes,2011,X3,full
BMW,3999,sedan,238,1.8,Petrol,yes,1996,318,rear
BMW,47777,crossover,142,3,Other,yes,2011,X6,full
BMW,85555,sedan,10,3,Other,yes,2015,6 Series Gran Coupe,full
Audi,33900,sedan,58,2,Petrol,yes,2014,A5,full
Audi,98000,other,12,5.2,Petrol,yes,2012,R8,full
BMW,30000,sedan,78,3.8,Petrol,yes,1993,M5,rear
BMW,1900,vagon,285,2.5,Diesel,no,1997,525,rear
BMW,0,sedan,99,4.4,Petrol,yes,2013,Alpina,full
BMW,5500,sedan,200,3.5,Gas,yes,1998,535,rear
Hyundai,17599,crossover,58,2,Petrol,yes,2011,IX35,front
Hyundai,7400,hatch,59,1.4,Petrol,yes,2008,Getz,front
Hyundai,36500,crossover,0,2,Diesel,yes,2016,Tucson,full
Hyundai,2100,crossover,230,2.5,Diesel,no,1998,Galloper,full
BMW,7100,sedan,313,2,Gas,yes,1997,520,rear
BMW,8999,sedan,270,2.8,Petrol,yes,1998,528,rear
Audi,2800,sedan,230,2.8,Petrol,yes,1997,A8,front
BMW,47300,crossover,10,2,Diesel,yes,2016,X3,full
BMW,3990,sedan,350,2.5,Petrol,yes,1995,525,rear
Audi,12000,sedan,9,NA,Petrol,no,2015,A4,
Hyundai,11999,vagon,55,1.6,Diesel,yes,2012,i30,front
Audi,18800,crossover,197,4.2,Petrol,yes,2007,Q7,full
Hyundai,5850,crossover,20,2,Diesel,yes,2014,IX35,full
Hyundai,5700,sedan,118,1.4,Petrol,yes,2007,Accent,front
BMW,55500,crossover,90,3,Diesel,yes,2013,X5 M,full
BMW,22500,sedan,179,3,Diesel,yes,2007,730,rear
Audi,13333,other,178,2,Diesel,yes,2008,A6,front
Audi,19500,crossover,186,4.2,Petrol,yes,2006,Q7,full
BMW,9900,other,93,2.5,Petrol,yes,2003,Z4,rear
Audi,39800,sedan,180,4.2,Other,yes,2012,A8,full
BMW,39900,sedan,5,2,Petrol,yes,2016,520,rear
BMW,115800,crossover,4,3,Diesel,yes,2016,X5 M,full
Audi,7950,vagon,167,2.5,Diesel,yes,2000,A6,full
Audi,2300,vagon,25,2.5,Diesel,no,1999,A6,front
Hyundai,19500,crossover,65,2,Diesel,yes,2011,IX35,full
Hyundai,20300,crossover,83,2,Diesel,yes,2011,IX35,full
Audi,29800,crossover,151,3,Diesel,yes,2007,Q7,full
Audi,3800,sedan,257,2,Petrol,yes,1993,80,
BMW,21700,sedan,259,3,Diesel,yes,2007,730,rear
Audi,2100,sedan,217,1.9,Diesel,no,1996,A4,front
Hyundai,18200,crossover,88,2,Petrol,yes,2012,IX35,full
Hyundai,8500,hatch,71,1.6,Petrol,yes,2011,i30,front
Audi,4999,crossover,242,2.5,Diesel,no,2003,A6 Allroad,full
Hyundai,3700,sedan,119,1.4,Petrol,yes,2008,Accent,front
Audi,32500,crossover,108,2,Diesel,yes,2012,Q5,full
BMW,24500,crossover,170,3,Diesel,yes,2006,X5,full
BMW,20000,sedan,230,6,Petrol,yes,2008,760,rear
Audi,11400,crossover,250,2.5,Diesel,yes,2005,A6 Allroad,full
Hyundai,13700,crossover,123,2.2,Diesel,yes,2006,Santa FE,full
Audi,3800,vagon,190,2.5,Diesel,no,2002,A6,front
BMW,16999,other,90,2.5,Petrol,yes,2008,325,full
Audi,8000,sedan,234,4.2,Gas,no,2004,A8,full
BMW,8300,sedan,197,3,Petrol,yes,2001,530,rear
BMW,3800,sedan,278,2.9,Diesel,no,2001,530,rear
BMW,3100,sedan,280,2,Diesel,no,1999,320,rear
Audi,4400,sedan,190,2.5,Diesel,no,2003,A6,front
Audi,4300,sedan,267,1.9,Diesel,no,2003,A6,front
Audi,3900,sedan,302,1.9,Diesel,no,2002,A6,front
Audi,9000,vagon,199,2.7,Petrol,yes,2003,A6 Allroad,full
BMW,4100,sedan,200,2.7,Petrol,yes,1988,525,rear
BMW,9700,sedan,250,2,Petrol,yes,2003,318,rear
Audi,3200,sedan,295,2.5,Diesel,no,2000,A6,front
Hyundai,12900,crossover,49,2.7,Petrol,yes,2008,Tucson,full
Hyundai,9100,hatch,62,1.4,Petrol,yes,2011,i30,front
BMW,3000,sedan,294,2,Diesel,no,1999,320,rear
Audi,3900,vagon,260,2.5,Diesel,no,2003,A6,front
BMW,16800,sedan,154,3,Petrol,yes,2006,330,full
Hyundai,12800.775,hatch,0,1.4,Petrol,yes,2016,Solaris,front
BMW,77000,other,64,4.4,Petrol,yes,2012,M6,
BMW,11800,sedan,218,2,Petrol,yes,2006,320,rear
Audi,10399,sedan,293,1.8,Gas,yes,2004,A4,full
Audi,39999,crossover,100,3,Diesel,yes,2011,Q7,full
Audi,18300,sedan,125,2,Diesel,yes,2009,A6,front
BMW,4400,sedan,300,2,Petrol,yes,1995,520,rear
Hyundai,14800,sedan,99,2,Gas,yes,2011,Sonata,front
BMW,41500,crossover,176,3,Diesel,yes,2012,X5,full
Audi,6900,sedan,250,2.4,Gas,yes,1999,A6,front
Audi,8800,sedan,298,2.4,Gas,yes,1999,A6,front
Hyundai,5000,sedan,180,1.6,Petrol,yes,2004,Elantra,front
BMW,5500,sedan,249,NA,Other,yes,1995,530,rear
Audi,9999,sedan,190,3,Petrol,yes,2007,A6,full
Audi,10999,sedan,200,1.8,Petrol,yes,2006,A4,front
BMW,21335,other,105,3,Petrol,yes,2008,335,rear
Audi,3100,hatch,114,1.6,Petrol,no,2001,A3,front
BMW,8100,sedan,245,2,Diesel,no,2007,320,rear
BMW,2900,sedan,280,2.5,Diesel,no,1997,525,rear
Audi,11300,sedan,202,2.7,Diesel,no,2008,A6,full
BMW,6800,sedan,325,NA,Other,no,2005,525,
BMW,8900,vagon,274,2,Diesel,no,2007,320,rear
Audi,2500,sedan,407,2.8,Gas,no,1999,A6,front
BMW,2499,sedan,210,1.8,Petrol,no,2000,318,rear
Audi,3100,vagon,210,2.5,Diesel,no,2000,A6,front
Audi,7600,vagon,226,3,Diesel,no,2006,A6,full
Audi,3400,vagon,223,2.5,Diesel,no,2001,A6,front
BMW,2200,sedan,290,1.6,Petrol,yes,1985,316,rear
Hyundai,6200,van,187,2.5,Diesel,yes,2005,H1 пасс.,rear
BMW,77777,sedan,8,4.4,Petrol,yes,2014,750,full
Hyundai,9100,crossover,170,2,Petrol,yes,2007,Tucson,full
BMW,2299,sedan,200,1.8,Petrol,no,1999,318,front
Audi,5000,sedan,370,2.3,Petrol,yes,1991,100,front
BMW,44800,sedan,63,4.4,Petrol,yes,2012,750,rear
Hyundai,5200,other,250,2.5,Diesel,yes,2005,H1 пасс.,rear
Hyundai,14500,crossover,140,2,Gas,yes,2011,Tucson,front
Audi,22500,other,71,3.6,Petrol,yes,2007,Q7,full
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
